Speaker name,Category/topic tags,State,Notes
Matina Jewell,Adventurers; After Dinner Speakers; Authors; Business; Inspirational; Leadership; Military; Motivational; Team Building,QLD (Brisbane),Gender: Female
Matt Barrie,Business; Creativity & Innovation; Leadership,NSW (Sydney),Gender: Male
Matt Church,"Business; Leadership; Master of Ceremonies (MCs) & Hosts; Motivational; Technology, Future & Innovation",NSW (Sydney),Gender: Male
Matt Formston  AM,Business; Diversity & Inclusion; Inspirational; Motivational; Resilience; Sport,NSW (Sydney),Gender: Male
Matt Hale,"Health, Lifestyle & Wellbeing; Mental Health & Wellness",WA (Perth),Gender: Male
Matt Hetherington,Master of Ceremonies (MCs) & Hosts,International (USA),Gender: Male
Matt Heyward,Inspirational; Mental Health & Wellness; Storytelling,VIC (Melbourne),Gender: Male
Matt Hughes,"Business; Health, Lifestyle & Wellbeing; Leadership; Resilience; Team Building",NSW (Merewether),Gender: Male
Matt Okine,Master of Ceremonies (MCs) & Hosts,QLD (Brisbane),Gender: Male
Matt Preston,Celebrity; Food & Wine,VIC (Melbourne),Gender: Male
Matt Priddis,Inspirational; Leadership; Motivational; Sport,WA (Perth),Gender: Male
Matt Rockman,Business,VIC,Gender: Male
Matt Shirvington,Celebrity; Sport,NSW (Sydney),Gender: Male
Matt Skinner,Authors; Celebrity; Food & Wine; Master of Ceremonies (MCs) & Hosts; Media,NSW,Gender: Male
Matt Tarrant,Master of Ceremonies (MCs) & Hosts,SA (Adelaide),Gender: Male
Matt Tenney,Authors; Business; Creativity & Innovation; Inspirational; Leadership; Master of Ceremonies (MCs) & Hosts; Motivational; People & Culture,International (USA),Gender: Male
Matt Tilley,Celebrity; Master of Ceremonies (MCs) & Hosts,VIC (Melbourne),Gender: Male
Matthew Cowdrey OAM,Inspirational; Sport,SA (Adelaide),Gender: Male
Matthew Evans,Celebrity; Environment & Climate Change; Food & Wine; Sustainability,TAS (Hobart),Gender: Male
Matthew Johns,Master of Ceremonies (MCs) & Hosts; Motivational; Sport,NSW (Sydney),Gender: Male
Matthew Luhn,Authors; Business; Creativity & Innovation; Storytelling,International (USA),Gender: Male
Matthew Mitcham OAM,Authors; Celebrity; Motivational; Sport,International (UK),Gender: Male
Matthew Pavlich,Business; Leadership; Media; Sport,NSW (Sydney),Gender: Male
Matthew Pollard,Business; Leadership,International (USA),Gender: Male
Matthew Richardson,Media; Sport; Team Building,VIC,Gender: Male
Matty Mills,After Dinner Speakers; Diversity & Inclusion; Master of Ceremonies (MCs) & Hosts; Media,NSW (Sydney),Gender: Male
Maz Farrelly,Business; Creativity & Innovation; Leadership; Media; Motivational; People & Culture; Social Media & Networking; Social Trends & Current Affairs; Virtual,NSW,Gender: Female
Meg Coffey,Advertising & Marketing; Business; Social Media & Networking,WA (Perth),Gender: Female
Megan Gilmour,"Business; Creativity & Innovation; Education; Technology, Future & Innovation",ACT (Canberra),Gender: Female
Megan Waters,Diversity & Inclusion; Indigenous Speakers; Master of Ceremonies (MCs) & Hosts; Sport,VIC (Melbourne),Gender: Female
Mel Buttle,Master of Ceremonies (MCs) & Hosts; Virtual,QLD (Brisbane),Gender: Female
Melanie Bracewell,Celebrity; Master of Ceremonies (MCs) & Hosts,New Zealand; VIC (Auckland; Melbourne),Gender: Female
Melanie Irons,"Environment & Climate Change; Health, Lifestyle & Wellbeing; Leadership; Social Media & Networking",TAS (Hobart),Gender: Female
Melanie Symons,Celebrity; Master of Ceremonies (MCs) & Hosts; Motivational,NSW (Sydney),Gender: Female
Melinda Gainsford-Taylor,Inspirational; Motivational; Sport,NSW,Gender: Female
Melinda Schneider,,NSW,Gender: Female
Melissa Clark-Reynolds,"Business; Leadership; Technology, Future & Innovation",New Zealand (Auckland),Gender: Female
Melissa Wu,Inspirational; Mental Health & Wellness; Motivational; Resilience; Sport,NSW (Sydney),Gender: Female
Melo Calarco,"Health, Lifestyle & Wellbeing; Leadership; Mental Health & Wellness; Resilience; Team Building",VIC (Melbourne),Gender: Male
Melody Horrill,Environment & Climate Change; Inspirational; Media; Mental Health & Wellness; Resilience,VIC (Melbourne),Gender: Female
Merrick Watts,Master of Ceremonies (MCs) & Hosts; Media,NSW (Sydney),Gender: Male
Merv Hughes,After Dinner Speakers; Celebrity; Motivational; Sport,VIC (Melbourne),Gender: Male
Meshel Laurie,Master of Ceremonies (MCs) & Hosts,VIC (Melbourne),Gender: Female
Metta World Peace,"Diversity & Inclusion; Health, Lifestyle & Wellbeing; Leadership; Mental Health & Wellness; Sport; Team Building",International (USA),Gender: Male
Mette Johansson,Business; Diversity & Inclusion; Leadership; People & Culture,International (Asia; Singapore),Gender: Female
Michael Bevan,Celebrity; Motivational; Sport,NSW (Sydney),Gender: Male
Michael Biercuk,"Creativity & Innovation; Technology, Future & Innovation",NSW (Sydney),Gender: Male
Michael Clarke AO,After Dinner Speakers; Business; Leadership; Motivational; People & Culture; Sport,NSW (Sydney),Gender: Male
Michael Crossland,"Education; Health, Lifestyle & Wellbeing; Inspirational; Motivational; Resilience; Virtual",NSW (Coffs Harbour),Gender: Male
Michael Groom,Adventurers; Inspirational; Motivational; Team Building,QLD,Gender: Male
Michael Henderson,Business; Diversity & Inclusion; Education; Leadership; Social Trends & Current Affairs; Team Building,New Zealand (Auckland),Gender: Male
Michael Hing,Diversity & Inclusion; Master of Ceremonies (MCs) & Hosts; Media; Mental Health & Wellness; Social Trends & Current Affairs,NSW (Sydney),Gender: Male
Michael Kasprowicz,Business; Leadership; Motivational; Sport,QLD (Gold Coast),Gender: Male
Michael Klim,Sport,VIC (Melbourne),Gender: Male
Michael Licenblat,Business; Mental Health & Wellness; People & Culture; Virtual,VIC (Melbourne),Gender: Male
Michael Margolis,"Business; Creativity & Innovation; Social Trends & Current Affairs; Storytelling; Technology, Future & Innovation",International (USA),Gender: Male
Michael McQueen,"AI; Business; Intergenerational Influencers; Leadership; Social Trends & Current Affairs; Technology, Future & Innovation",NSW (Sydney),Gender: Male
Michael Milton OAM,Celebrity; Diversity & Inclusion; Inspirational; Resilience; Sport,ACT (Canberra),Gender: Male
Michael Pascoe,Authors; Business; Celebrity; Economy & Finance; Master of Ceremonies (MCs) & Hosts; Media,NSW (Sydney),Gender: Male
Michael Podolinsky,Business; Leadership; Master of Ceremonies (MCs) & Hosts,International (Asia; Singapore),Gender: Male
Michael Pope,Celebrity; Master of Ceremonies (MCs) & Hosts; Virtual,VIC (Melbourne),Gender: Male
Michael Roberts,Celebrity; Master of Ceremonies (MCs) & Hosts; Media; Sport,VIC (Melbourne),Gender: Male
Michael Rolls,"Diversity & Inclusion; Education; Health, Lifestyle & Wellbeing; Inspirational; Sport",VIC (Melbourne),Gender: Male
Michael Rowland,Master of Ceremonies (MCs) & Hosts,QLD (Sunshine Coast),Gender: Male
Michael Sheldrick,"Environment & Climate Change; Inspirational; Intergenerational Influencers; Social Trends & Current Affairs; Sustainability; Technology, Future & Innovation; World Affairs",International (USA),Gender: Male
Michael Sherlock,Business; Leadership,QLD (Brisbane),Gender: Male
Michael Solomon,Business,International (USA),Gender: Male
Michael Usher,Celebrity; Master of Ceremonies (MCs) & Hosts; World Affairs,NSW (Sydney),Gender: Male
Michael Voss,Leadership; Motivational; Sport; Team Building,VIC (Melbourne),Gender: Male
Michael Weston,"Health, Lifestyle & Wellbeing; Inspirational; Mental Health & Wellness; Motivational",WA (Perth),Gender: Male
Michel Falcon,Business; Intergenerational Influencers; Team Building,International (Canada),Gender: Male
Michele Chevalley Hedge,"Business; Health, Lifestyle & Wellbeing; Leadership; People & Culture; Virtual",NSW (Sydney),Gender: Female
Michelle Bridges,"Health, Lifestyle & Wellbeing",NSW (Sydney),Gender: Female
Michelle Cowan,"Business; Diversity & Inclusion; Health, Lifestyle & Wellbeing; Inspirational; Leadership; Motivational; Sport; Team Building; Virtual",WA (Perth),Gender: Female
Michelle Lee,Adventurers; Inspirational; Motivational; People & Culture; Sport,NSW (Sydney),Gender: Female
Michelle Loch,Business; Leadership; Mental Health & Wellness; People & Culture,QLD (Brisbane),Gender: Female
Michelle Ray,Leadership; Motivational,International (USA),Gender: Female
Michelle Stanton,"Education; Health, Lifestyle & Wellbeing; Leadership; Master of Ceremonies (MCs) & Hosts; Motivational",VIC (Melbourne),Gender: Female
Mick Colliss,Authors; Motivational; Sport; Storytelling; Virtual,,Gender: Male
Mick Malthouse,After Dinner Speakers; Celebrity; Leadership; Motivational; Sport; Team Building,VIC,Gender: Male
Mick Spencer,Business,ACT,Gender: Male
Mickey J,After Dinner Speakers,WA (Perth),Gender: Male
Midge Ure,Business; Celebrity; Creativity & Innovation; Inspirational; Intergenerational Influencers; Leadership; Master of Ceremonies (MCs) & Hosts; Motivational; Storytelling; Sustainability; World Affairs,International (UK),Gender: Male
Miguel Maestre,Celebrity; Food & Wine,NSW (Sydney),Gender: Male
Mika Hakkinen,Motivational; Resilience; Sport,International (UK),Gender: Male
Mike & Jane Pelusey,"Health, Lifestyle & Wellbeing; Team Building",WA (Perth),
Mike Brady AM,Celebrity; Environment & Climate Change; Inspirational; Motivational,VIC (Melbourne),Gender: Male
Mike Donaghy,Master of Ceremonies (MCs) & Hosts,QLD (Gold Coast),Gender: Male
Mike Handcock,Business; Economy & Finance,New Zealand (North Island),Gender: Male
Mike Knapp,"AI; Business; Creativity & Innovation; Diversity & Inclusion; Mental Health & Wellness; Team Building; Technology, Future & Innovation",NSW (Australia),Gender: Male
Mike Larkan,Celebrity; Master of Ceremonies (MCs) & Hosts; Media,VIC (Melbourne),Gender: Male
Mike Lough,"After Dinner Speakers; Social Trends & Current Affairs; Technology, Future & Innovation",New Zealand (Auckland),Gender: Male
Mike Munro AM,After Dinner Speakers; Celebrity; Inspirational; Master of Ceremonies (MCs) & Hosts; Media; Motivational; Politics & Law; World Affairs,NSW,Gender: Male
Mike Rhodes,Advertising & Marketing; Business; Creativity & Innovation,VIC (Melbourne),Gender: Male
Mike Rutzen,Adventurers,International (USA),Gender: Male
Mike Smith,Adventurers; Advertising & Marketing; Business; Creativity & Innovation; Environment & Climate Change; Sustainability,NSW (Byron Bay; Mullumbimby),Gender: Male
Mike Smithson,Celebrity; Economy & Finance; Environment & Climate Change; Master of Ceremonies (MCs) & Hosts; Media; Politics & Law; Social Trends & Current Affairs,SA (Adelaide),Gender: Male
Mike Symonds,Business; Leadership; People & Culture,NSW (Coffs Harbour),Gender: Male
Mike Walsh,"Adventurers; AI; Business; Media; Technology, Future & Innovation",NSW (Sydney),Gender: Male
Mike Whitney,Master of Ceremonies (MCs) & Hosts; Sport,NSW,Gender: Male
Mikey Robins,Celebrity; Leadership; Master of Ceremonies (MCs) & Hosts; Motivational,NSW (Sydney),Gender: Male
Millen Baird,Celebrity,New Zealand (Auckland),Gender: Male
Milo Wilkinson,Business; Leadership; People & Culture,NSW (Sydney),Gender: Female
Mim Parisi,"Diversity & Inclusion; Health, Lifestyle & Wellbeing; Inspirational; Leadership; Motivational",VIC (Melbourne),Gender: Female
Mimi Kwa,"Authors; Business; Celebrity; Diversity & Inclusion; Health, Lifestyle & Wellbeing; Inspirational; Master of Ceremonies (MCs) & Hosts; Mental Health & Wellness; Motivational; People & Culture; Resilience; Storytelling",VIC (Melbourne),Gender: Female
Mimi Nicklin,Business; Diversity & Inclusion; Inspirational; Intergenerational Influencers; Leadership,International (Malaysia),Gender: Female
Mindy Woods,Celebrity; Diversity & Inclusion; Food & Wine; Indigenous Speakers; Sustainability,NSW (Ballina),Gender: Female
Misha Glenny,"Politics & Law; Technology, Future & Innovation; World Affairs",International (UK),Gender: Male
Miss Bird Sings,,NSW,Gender: Female
Mitch Brown,Diversity & Inclusion; Inspirational; Leadership; Resilience; Sport; Storytelling,VIC (Melbourne),Gender: Male
Mitch Churi,"Creativity & Innovation; Diversity & Inclusion; Health, Lifestyle & Wellbeing; Master of Ceremonies (MCs) & Hosts; Media; Sport",NSW (Sydney),Gender: Male
Mitch Lowe,"Business; Creativity & Innovation; Team Building; Technology, Future & Innovation",International (USA),Gender: Male
Mitch McPherson,"Health, Lifestyle & Wellbeing; Inspirational; Mental Health & Wellness; Motivational",TAS (Hobart),Gender: Male
Mitch Wallis,"Health, Lifestyle & Wellbeing; Inspirational; Leadership; Master of Ceremonies (MCs) & Hosts; Mental Health & Wellness; Motivational; People & Culture; Storytelling",NSW (Sydney),Gender: Male
Mitchell Johnson,Business; Leadership; Mental Health & Wellness; Motivational; Resilience; Sport,WA (Perth),Gender: Male
Moana Hope,Diversity & Inclusion; Leadership; Sport,VIC (Melbourne),Gender: Female
Moira Kelly AO,Celebrity; Inspirational,VIC (Melbourne),Gender: Female
Molly Benjamin,Business; Economy & Finance; Education; Leadership; Master of Ceremonies (MCs) & Hosts,QLD (Brisbane),Gender: Female
Molly Bloom,Business; Creativity & Innovation; Economy & Finance,International (USA),Gender: Female
Monica Moore,After Dinner Speakers; Business; Education; Inspirational; Resilience; Storytelling,New Zealand (Auckland),Gender: Female
Monty Cotton,Virtual,WA (Perth),Gender: Male
Morinosuke Kawaguchi,"Business; Leadership; Sustainability; Technology, Future & Innovation",International (Japan),Gender: Male
Morris Misel,"Advertising & Marketing; Business; Creativity & Innovation; Intergenerational Influencers; Social Media & Networking; Social Trends & Current Affairs; Technology, Future & Innovation; Virtual",VIC (Melbourne),Gender: Male
Moya Dodd AO,Business; Diversity & Inclusion; Leadership; Politics & Law; Resilience; Sport,NSW (Sydney),Gender: Female
Mr Joe Hockey,Business; Economy & Finance; Leadership; Politics & Law; Virtual; World Affairs,International (USA),Gender: Male
Mukul Deva,Business; Inspirational; Leadership; Master of Ceremonies (MCs) & Hosts; Motivational; Team Building; Virtual,International (Asia; Singapore),Gender: Male
Myf Warhurst,Celebrity; Master of Ceremonies (MCs) & Hosts; Media; People & Culture,VIC (Melbourne),Gender: Female
Nadia Owen,Business; Leadership; Resilience; Storytelling,WA (Perth),Gender: Female
Nam Baldwin,"Business; Health, Lifestyle & Wellbeing; Inspirational; Leadership; Motivational; People & Culture; Sport; Team Building",QLD (Gold Coast),Gender: Male
Nancy Rademaker,"Technology, Future & Innovation",International (Europe; Netherlands),Gender: Female
Naomi Henn,"AI; Business; Diversity & Inclusion; Economy & Finance; Leadership; Technology, Future & Innovation",NSW (Sydney),Gender: Female
Narelda Jacobs,Celebrity; Diversity & Inclusion; Indigenous Speakers; Media,NSW (Sydney),Gender: Female
Narelle Belle,,WA (Perth),Gender: Female
Narelle Fraser,"After Dinner Speakers; Business; Health, Lifestyle & Wellbeing; Inspirational; Mental Health & Wellness; Motivational; People & Culture; Politics & Law",VIC (Echuca),Gender: Female
Nasir Sobhani,"Health, Lifestyle & Wellbeing; Inspirational; Mental Health & Wellness; Motivational; Resilience; Storytelling",VIC (Geelong; Melbourne),Gender: Male
Nat Kringoudis,"Education; Health, Lifestyle & Wellbeing",VIC (Melbourne),Gender: Female
Natalee Johnston,"Diversity & Inclusion; Health, Lifestyle & Wellbeing; Leadership; Master of Ceremonies (MCs) & Hosts; Military; People & Culture",NSW (Canberra; Sydney),Gender: Female
Natalia Cooper,Master of Ceremonies (MCs) & Hosts,WA (Perth),Gender: Female
Natalie Barr,Celebrity; Master of Ceremonies (MCs) & Hosts; Media,NSW (Sydney),Gender: Female
Natalie Cook OAM OLY,Authors; Inspirational; Motivational; Sport,QLD (Brisbane),Gender: Female
Natalie Kyriacou OAM,Business; Diversity & Inclusion; Environment & Climate Change; Inspirational; Leadership; Sustainability,NSW (Sydney),Gender: Female
Natalie Turner,"Business; Creativity & Innovation; Leadership; People & Culture; Technology, Future & Innovation",International (Asia; Kuala Lumpur),Gender: Female
Natalie Waters,Adventurers; Business; Inspirational; Motivational; Team Building; Virtual,QLD (Sunshine Coast),Gender: Female
Natasha Etschmann,Business; Economy & Finance; Social Media & Networking,VIC (Melbourne),Gender: Female
Natasha Lester,Business; Diversity & Inclusion; Inspirational; Leadership,WA (Perth),Gender: Female
Natasha Pincus,Creativity & Innovation; Master of Ceremonies (MCs) & Hosts,VIC (Melbourne),Gender: Female
Natasha Short,Business; Indigenous Speakers; Inspirational; Leadership; People & Culture; Storytelling,WA (Kimberley),Gender: Female
Natasha Stott Despoja AO,After Dinner Speakers; Business; Leadership; Politics & Law; Storytelling; World Affairs,SA (Adelaide),Gender: Female
